index,PRODUCT_NAME,BRAND,CATEGORY,PRICE_CURRENT,DEDUCED_TYPE
4029,72% Cocoa Swiss Dark Chocolate,Sam's Choice,Chocolate,1.98,http://dbpedia.org/resource/Chocolate
4046,Rumba Sliced Beef Liver (Higado de Res Rebanado),Swift,"Bacon, Hot Dogs, Sausage",2.73,http://dbpedia.org/resource/Bacon
4063,Del Duca Genoa Salami 7 oz. Uncured Salami Chub,Daniele,"Bacon, Hot Dogs, Sausage",5.48,http://dbpedia.org/resource/Bacon
4080,No Porkies Plant-Based Sausage Rolls,The No Meat Co.,"Bacon, Hot Dogs, Sausage",2.98,http://dbpedia.org/resource/Bacon
4097,Swiss Dark Chocolate with Almonds,Sam's Choice,Chocolate,1.98,http://dbpedia.org/resource/Chocolate
4114,Kinder JOY Eggs,Ferrero Eggs,Chocolate,1.68,http://dbpedia.org/resource/Chocolate
4131,Flaky Layers Biscuits Butter Tastin' Canned Biscuits,Pillsbury,"Biscuits, Cookies, Doughs",1.48,http://dbpedia.org/resource/Biscuit
4148,Jumbo Buttermilk Biscuits,Great Value,"Biscuits, Cookies, Doughs",0.96,http://dbpedia.org/resource/Biscuit
4165,Nestle Toll House Chocolate Chip Cookie Dough 30 oz,Nestlé Toll House,"Biscuits, Cookies, Doughs",4.74,http://dbpedia.org/resource/Biscuit
4182,Hershey,Hershey's,Chocolate,11.98,http://dbpedia.org/resource/Chocolate
4199,M&M's,Mixed,Chocolate,16.98,http://dbpedia.org/resource/Chocolate
4216,Cinnamon Swirl Crumb Cake & Muffin Mix 21 OZ. Box,Krusteaz,Top baking brands,3.47,http://dbpedia.org/resource/Top
4233,Delights Supreme Walnut Brownie Mix,Betty Crocker,Top baking brands,2.44,http://dbpedia.org/resource/Top
4250,Chocolate Chip Cookie Mix,Betty Crocker,Top baking brands,2.84,http://dbpedia.org/resource/Top
4267,Sugar Free Chocolate Fudge Brownie Mix,Pillsbury,Top baking brands,3.58,http://dbpedia.org/resource/Top
4284,Lindor Coconut Milk Chocolate Candy Truffles,Lindt,Chocolate,6.48,http://dbpedia.org/resource/Chocolate
4301,,KIND Bars,Chocolate,7.94,http://dbpedia.org/resource/Chocolate
4318,,Butterfinger,Chocolate,2.98,http://dbpedia.org/resource/Chocolate
4335,Parmesan Cheese Wedge,BelGioioso,Specialty Cheeses & Meats,5.14,http://dbpedia.org/resource/Specialty_Records
4352,Apple Smoked Natural Gouda,Red Apple Cheese,Specialty Cheeses & Meats,4.24,http://dbpedia.org/resource/Specialty_Records
4369,ICE BREAKERS Wintergreen Sugar Free Mint Candy,Icebreaker,Mints,2.38,http://dbpedia.org/resource/Mint_(facility)
4386,Creamy Garlic & Herb Spreadable Cheese,The Laughing Cow,Specialty Cheeses & Meats,3.46,http://dbpedia.org/resource/Specialty_Records
4403,CARLOS V Milk Chocolate Style Bars 1.27 lb.,Carlos V,Chocolate,8.48,http://dbpedia.org/resource/Chocolate
4420,WHOPPERS,Whoppers,Chocolate,2.48,http://dbpedia.org/resource/Chocolate
4437,Twix Fun Size Halloween Chocolate Candy Bars - 18.28 oz Bag,TWIX,Chocolate,5.78,http://dbpedia.org/resource/Chocolate
4454,Smoky Bacon Spreadable Cheese with Almonds,Kaukauna,Specialty Cheeses & Meats,3.56,http://dbpedia.org/resource/Specialty_Records
4471,Shredded Parmesan Cheese,Frigo,Specialty Cheeses & Meats,2.88,http://dbpedia.org/resource/Specialty_Records
4488,Pepperoni Log,Margherita,Specialty Cheeses & Meats,4.56,http://dbpedia.org/resource/Specialty_Records
4505,Del Duca Sopressata 7 oz. Uncured Salami Chub,Daniele,Specialty Cheeses & Meats,5.48,http://dbpedia.org/resource/Specialty_Records
4522,Wedge 6oz. EW,Jarlsberg,Specialty Cheeses & Meats,4.27,http://dbpedia.org/resource/Specialty_Records
4539,HORMEL SQUARE TABLE Slow Simmered Beef Roast Au Jus & Savory Sauce Refrigerated Entre,Hormel,Prepared Meals & Sides,7.67,http://dbpedia.org/resource/Meal
4556,Freshness Guaranteed Amish Macaroni Salad,Walmart Deli,Prepared Meals & Sides,3.94,http://dbpedia.org/resource/Meal
4573,Hard Salami and Mozzarella Panino 1.5 oz,Fiorucci,Specialty Cheeses & Meats,2.18,http://dbpedia.org/resource/Specialty_Records
4590,Queso Melt Original,Queso-Melt,Specialty Cheeses & Meats,4.57,http://dbpedia.org/resource/Specialty_Records
4607,Family Size Original Mashed Potatoes,Bob Evans,Prepared Meals & Sides,4.8,http://dbpedia.org/resource/Meal
4624,Chicken Bacon Ranch Flatbread Pizza,Marketside,Prepared Meals & Sides,5.5,http://dbpedia.org/resource/Meal
4641,Baby Genoa Salami Chub,Dietz & Watson,Specialty Cheeses & Meats,5.98,http://dbpedia.org/resource/Specialty_Records
4658,Big Burrito Red Hot Beef,Tina's,Prepared Meals & Sides,1.27,http://dbpedia.org/resource/Meal
4675,Fully Cooked Barbecue Pulled Rotisserie Chicken,Freshness Guaranteed,Prepared Meals & Sides,12.37,http://dbpedia.org/resource/Meal
4692,Original Yogurt,Yoplait,Yogurt,0.64,http://dbpedia.org/resource/Yogurt
4709,Strawberry Explosion & Banana Split Variety Pack Smoothies,Danimals,Yogurt,5.37,http://dbpedia.org/resource/Yogurt
4726,HORMEL COMPLEATS Chicken & Rice,Hormel,Prepared Meals & Sides,2.24,http://dbpedia.org/resource/Meal
4743,Steak Fajitas,John Soules Foods,Prepared Meals & Sides,18.24,http://dbpedia.org/resource/Meal
4760,Light + Fit Nonfat Gluten-Free Caramel Apple Pie Greek Yogurt,Light & Fit,Yogurt,1.12,http://dbpedia.org/resource/Yogurt
4777,Non-Fat Greek Yogurt,Chobani,Yogurt,4.37,http://dbpedia.org/resource/Yogurt
4794,Furikake Popcorn,Samurai,Popcorn,4.18,http://dbpedia.org/resource/Popcorn
4811,ACT II Butter Lovers Microwave Popcorn,Act II,Popcorn,2.5,http://dbpedia.org/resource/Popcorn
4828,Original Kool-Aid Blue Raspberry Low Fat Yogurt,Yoplait,Yogurt,0.64,http://dbpedia.org/resource/Yogurt
4845,Lifeway Lowfat Milk Strawberry Kefir,LIFEWAY,Yogurt,3.24,http://dbpedia.org/resource/Yogurt
4862,Triple Zero Cherry Greek Yogurt,Oikos,Yogurt,1.06,http://dbpedia.org/resource/Yogurt
4879,Ranch Popcorn Seasoning,Kernel Season's,Popcorn,3.78,http://dbpedia.org/resource/Popcorn
4896,Old Fashioned Sweet Candied Popcorn,Samurai,Popcorn,4.18,http://dbpedia.org/resource/Popcorn
4913,Potato Crisps Chips,Pringles,Chips,2.4,http://dbpedia.org/resource/Potato_chip
4930,Crunchy Flamin' Hot Cheese Flavored Snacks,Cheetos,Chips,4.98,http://dbpedia.org/resource/Potato_chip
4947,Original Strawberry Banana Lowfat Yogurt,Great Value,Yogurt,0.58,http://dbpedia.org/resource/Yogurt
4964,Light + Fit Nonfat Strawberry Banana Protein Smoothie Yogurt Drink,Light & Fit,Yogurt,3.78,http://dbpedia.org/resource/Yogurt
4981,Oui by Yoplait French Style Yogurt,General Mills,Yogurt,1.34,http://dbpedia.org/resource/Yogurt
4998,Potato Crisps Chips,Pringles,Chips,2.4,http://dbpedia.org/resource/Potato_chip
5015,Kettle Cooked Mesquite BBQ Flavored Potato Chips,Lay's,Chips,3.28,http://dbpedia.org/resource/Potato_chip
5032,Non-Fat Greek Yogurt with Probiotics,Chobani,Yogurt,1.22,http://dbpedia.org/resource/Yogurt
5049,Strawberry Soy Milk Yogurt Alternative,Silk,Yogurt,1.52,http://dbpedia.org/resource/Yogurt
5066,Probiotic Yogurt Smoothie Drink 7oz Bottle,LALA,Yogurt,9.73,http://dbpedia.org/resource/Yogurt
5083,All-Vegetable Shortening Sticks 20 oz. Pack,Crisco,Oils & Shortening,6.26,http://dbpedia.org/resource/Oil
5100,Organic Extra Virgin Olive Oil,Great Value,Oils & Shortening,10.12,http://dbpedia.org/resource/Oil
5117,Rice Cakes,Quaker,Chips,4.4,http://dbpedia.org/resource/Potato_chip
5134,Gluten-Free Zesty Ranch Garden Veggie Straws,Sensible Portions,Chips,6.67,http://dbpedia.org/resource/Potato_chip
5151,Probiotic Dailies Strawberry Dairy Drink,DanActive,Yogurt,4.86,http://dbpedia.org/resource/Yogurt
5168,Licuado Milk,LALA,Yogurt,4.16,http://dbpedia.org/resource/Yogurt
5185,Organic Unrefined Virgin Coconut Oil,Great Value,Oils & Shortening,10.88,http://dbpedia.org/resource/Oil
5202,Global Blend Extra Virgin Olive Oil,California Olive Ranch,Oils & Shortening,10.12,http://dbpedia.org/resource/Oil
5219,Vegetable Chips,TERRA,Chips,5.12,http://dbpedia.org/resource/Potato_chip
5236,Poppables White Cheddar Flavored Potato Snacks,Lay's,Chips,3.68,http://dbpedia.org/resource/Potato_chip
5253,No Added Sweeteners 100% Apple Juice,Great Value,Juices,1.62,
5270,,Dole,Juices,2.98,
5287,Simply Lemonade with Strawberry,simply...,Juices,2.58,
5304,Organic Robust Extra Virgin Olive Oil - 16 fl oz,Pompeian,Oils & Shortening,6.98,http://dbpedia.org/resource/Oil
5321,Olive Oil,Filippo Berio,Oils & Shortening,6.98,http://dbpedia.org/resource/Oil
5338,Bar-B-Q Crispy Fried Pork Skins,Mac's,Chips,8.28,http://dbpedia.org/resource/Potato_chip
5355,Original Pork Cracklins,Mac's,Chips,8.28,http://dbpedia.org/resource/Potato_chip
5372,Caribbean Sunset Juice Drink,Tropicana,Juices,2.48,
5389,Cran- Grape Juice Drink 10 fl oz,Ocean Spray,Juices,4.64,
5406,Prairie Fresh Natural,PrairieFresh,Game Time Faves,9.21,http://dbpedia.org/resource/Game_Time
5423,Boneless Chicken Breasts Family Pack,Freshness Guaranteed,Game Time Faves,16.56,http://dbpedia.org/resource/Game_Time
5440,Fresh Atlantic Salmon Fillets,FISH,Game Time Faves,19.76,http://dbpedia.org/resource/Game_Time
5457,Cheese Ring Snacks,Regent,Chips,1.36,http://dbpedia.org/resource/Potato_chip
5474,Yaokin  Cheese Corn Snack,Umaibo,Chips,5.48,http://dbpedia.org/resource/Potato_chip
5491,Splash Mango Peach Flavored Juice Beverage,V8,Juices,2.46,
5508,Jammers Tropical Punch Artificially Flavored Drink Value Pack,Kool-Aid,Juices,6.53,
5525,100% Angus Beef Burgers,Sam's Choice,Game Time Faves,9.96,http://dbpedia.org/resource/Game_Time
5542,Beef Choice Angus Filet Mignon,Fresh Beef,Game Time Faves,13.12,http://dbpedia.org/resource/Game_Time
5559,Potato Crisps Chips,Pringles,Chips,8.5,http://dbpedia.org/resource/Potato_chip
5576,Hawaii Popcorn Company Li Hing Hurricane Popcorn,Hawaiian Hurricane Company,Chips,3.98,http://dbpedia.org/resource/Potato_chip
5593,Lemonade Made w/ Real Lemons,Minute Maid,Juices,1.68,
5610,Gold Medal Apple Juice with 100% Pure Apple Juice,Martinelli's,Juices,5.64,
5627,Simply Orange Juice with Pineapple,simply...,Juices,3.98,
5644,Potato Chips,Lay's,Chips,3.68,http://dbpedia.org/resource/Potato_chip
5661,Original 100% Vegetable Juice,V8,Juices,4.0,
5678,100% Juice Paw Patrol Naturally Flavored 100% Apple Juice,Capri Sun,Juices,3.98,
5695,100% Juice Cranberry Blend,Great Value,Juices,3.78,
5712,Juice,Naked,Juices,7.88,
5729,Rotisserie Seasoned Chicken Breast lunchmeat 9 ounce,Great Value,Deli Meat & Cheese,4.46,http://dbpedia.org/resource/Delicatessen
5746,Fruit Juice Smoothie,Bolthouse Farms,Juices,5.48,
5763,Muenster Cheese,Prima Della,Deli Meat & Cheese,8.24,http://dbpedia.org/resource/Delicatessen
5780,Juice,Naked,Juices,3.18,
5797,Kids Super Fruit Punch Organic Fruit Juice,Honest,Juices,3.68,
5814,6oz 100% Apple Juice 3 pack (Character Tops Vary),good2grow,Juices,6.98,
5831,DanActive Probiotic Dailies Blueberry & Strawberry Dairy Drink,Dannon,Juices,4.86,
5848,Orange Juice With Pulp 89 oz,Florida's Natural,Juices,5.38,
5865,Flavored Water,Bai,Juices,10.98,
5882,Juice Pina Colada Fruit Smoothie,Naked,Juices,7.88,
5899,Fruit Punch Juice Cocktail,Welch's,Juices,3.88,
5916,Organic Pomegranate Juice,Great Value,Juices,5.58,
5933,Tropical Punch Artificially Flavored Drink,Kool-Aid,Juices,2.38,
5950,Juice,V8,Juices,13.98,
5967,Aloe Vera Drink Original Flavor 16.9 fl. oz.,GOYA,Juices,1.33,
5984,Thin Sliced Smoked Ham,Great Value,Deli Meat & Cheese,3.98,http://dbpedia.org/resource/Delicatessen
6001,Cotto Salami Deli Lunch Meat,Oscar Mayer,Deli Meat & Cheese,2.28,http://dbpedia.org/resource/Delicatessen
6018,Broccoli Cheddar Soup,Marketside,Fresh Soups & Salads,3.87,http://dbpedia.org/resource/DJ_Fresh
6035,Creamy Chicken & Wild Rice Soup,Marketside,Fresh Soups & Salads,3.87,http://dbpedia.org/resource/DJ_Fresh
6052,Chicken Caesar Salad,Marketside,Fresh Soups & Salads,4.47,http://dbpedia.org/resource/DJ_Fresh
6069,Chia Seed Juice Green Tea,Faraon,Juices,1.48,
6086,Bursts Tropical Punch Artificially Flavored Soft Drink,Kool-Aid,Juices,1.24,
6103,Oven Roasted White Sliced Turkey Deli Lunch Meat,Oscar Mayer,Deli Meat & Cheese,3.74,http://dbpedia.org/resource/Delicatessen
6120,Angus Seasoned Roast Beef,Great Value,Deli Meat & Cheese,10.24,http://dbpedia.org/resource/Delicatessen
6137,Avocado Ranch Salad with Chicken,Marketside,Fresh Soups & Salads,4.28,http://dbpedia.org/resource/DJ_Fresh
6154,Ready Pac Foods Bistro Chopped Kickin' BBQ Style Salad with BBQ Ranch Dressing,Marketside,Fresh Soups & Salads,3.47,http://dbpedia.org/resource/DJ_Fresh
6171,Caesar Salad Kit Family Size,Marketside,Fresh Soups & Salads,4.98,http://dbpedia.org/resource/DJ_Fresh
6188,100% Lemon Juice,ReaLemon,Juices,3.33,
6205,Ruby Red Grapefruit Juice Drink,Ocean Spray,Juices,4.64,
6222,Honey Ham,Great Value,Deli Meat & Cheese,8.47,http://dbpedia.org/resource/Delicatessen
6239,Deli Fresh Mesquite Smoked Sliced Turkey Breast Deli Lunch Meat,Oscar Mayer,Deli Meat & Cheese,4.48,http://dbpedia.org/resource/Delicatessen
6256,Rotisserie Seasoned White Meat Chicken Salad,Freshness Guaranteed,Fresh Soups & Salads,12.94,http://dbpedia.org/resource/DJ_Fresh
6273,Original 100% Vegetable Juice,V8,Juices,5.14,
6290,COLUMBUS Sliced Charcuterie Trio,Columbus,Deli Meat & Cheese,9.98,http://dbpedia.org/resource/Delicatessen
6307,Oven Roasted Chicken Breast,Great Value,Deli Meat & Cheese,8.47,http://dbpedia.org/resource/Delicatessen
6324,Chewy Granola Bars,Quaker,Granola Bars,7.12,http://dbpedia.org/resource/Granola
6341,Big Chewy Granola Bars,Quaker,Granola Bars,7.12,http://dbpedia.org/resource/Granola
6358,Granola Fruit and Nut Bars,Nature Valley,Granola Bars,8.84,http://dbpedia.org/resource/Granola
6375,Werthers Original Soft Caramel Candy,Werther's Original,Gummy & chewy candy,1.0,http://dbpedia.org/resource/Gummy_candy
6392,Airs Tropical Sour  Gummy Candy - 4.3 oz Bag,Starburst,Gummy & chewy candy,2.38,http://dbpedia.org/resource/Gummy_candy
6409,Genoa Salami Pillow Pack,Dietz & Watson,Deli Meat & Cheese,3.97,http://dbpedia.org/resource/Delicatessen
6426,Crunchy Granola Bars,Nature Valley,Granola Bars,8.54,http://dbpedia.org/resource/Granola
6443,Protein Packed Crunchy Granola Bars,Kodiak Cakes,Granola Bars,5.94,http://dbpedia.org/resource/Granola
6460,Assorted Flavors Chewy Candy Bars,AirHeads,Gummy & chewy candy,1.48,http://dbpedia.org/resource/Gummy_candy
6477,HI CHEW FAVS MIX PEG BAG 4.30 OZ/12CT,Hi-Chew,Gummy & chewy candy,2.18,http://dbpedia.org/resource/Gummy_candy
6494,TWIZZLERS PULL 'N' PEEL Cherry Flavored Chewy Candy,Twizzlers,Gummy & chewy candy,4.74,http://dbpedia.org/resource/Gummy_candy
6511,Beverages Club Soda,Polar,Non-Alcoholic Mixers,0.88,http://dbpedia.org/resource/Mixing_engineer
6528,Keto Nut and Seed Bar,Munk Pack,Granola Bars,7.84,http://dbpedia.org/resource/Granola
6545,Gluten Free Twin Bar,Schar,Granola Bars,3.82,http://dbpedia.org/resource/Granola
6562,I Cant Believe Its Not Butter! Original Spread,I Can't Believe It's Not Butter!,Butter & Margarine,3.98,http://dbpedia.org/resource/Butter
6579,Grass-Fed Pure Irish Unsalted Butter,Kerrygold,Butter & Margarine,4.18,http://dbpedia.org/resource/Butter
6596,Honey Jalapeno Hummus 10oz,Fresh Cravings,"Hummus, Dips, & Salsa",3.27,http://dbpedia.org/resource/Hummus
6613,Blazin Buffalo Chicken Dip,Texas Pete,"Hummus, Dips, & Salsa",3.98,http://dbpedia.org/resource/Hummus
6630,Mamba Fruit Chews Chewy Candy,Werther's Original,Gummy & chewy candy,1.68,http://dbpedia.org/resource/Gummy_candy
6647,LIT Pre-Workout Powder,Beyond Raw,Gummy & chewy candy,24.88,http://dbpedia.org/resource/Gummy_candy
6664,Classic Hummus & Pretzels Snackers 4.56 oz,Sabra,"Hummus, Dips, & Salsa",2.27,http://dbpedia.org/resource/Hummus
6681,Cedarlane Classic Hummus,Cedar Lane,"Hummus, Dips, & Salsa",3.72,http://dbpedia.org/resource/Hummus
6698,Cream Cheese Fruit Dip,Marzetti,"Hummus, Dips, & Salsa",3.38,http://dbpedia.org/resource/Hummus
6715,Orange Thirst Quencher Sports Drink,Gatorade,Sports Drinks,6.48,http://dbpedia.org/resource/Sport
6732,G Zero Sugar Grape Thirst Quencher Sports Drink,Gatorade,Sports Drinks,6.98,http://dbpedia.org/resource/Sport
6749,French Onion Dip,Lay's,"Hummus, Dips, & Salsa",5.98,http://dbpedia.org/resource/Hummus
6766,Trick or Treat Mix 47.5oz - 110 Treat-Sized Packs of Spooky Shaped Gummy Candy: Ghostly Gummies,Haribo,Gummy & chewy candy,9.94,http://dbpedia.org/resource/Gummy_candy
6783,Skittles,Mixed,Gummy & chewy candy,8.58,http://dbpedia.org/resource/Gummy_candy
6800,Thirst Quencher Fruit Punch 28 Fl Oz,Gatorade,Sports Drinks,1.47,http://dbpedia.org/resource/Sport
6817,Zero Sugar Thirst Quencher Powder Orange 0.97 Oz,Gatorade,Sports Drinks,2.48,http://dbpedia.org/resource/Sport
6834,Instant Nonfat Dry Milk,Great Value,Canned & Powdered Milks,8.43,http://dbpedia.org/resource/Canning
6851,Nestle  Evaporated Milk,Carnation,Canned & Powdered Milks,1.08,http://dbpedia.org/resource/Canning
6868,zero sugar squeezed,vitaminwater,Sports Drinks,5.88,http://dbpedia.org/resource/Sport
6885,Lime Thirst Quencher Sports Drink,Gatorade,Sports Drinks,1.47,http://dbpedia.org/resource/Sport
6902,Bologna Deli Lunch Meat,Oscar Mayer,Deli Meat & Cheese,2.28,http://dbpedia.org/resource/Delicatessen
6919,Land O Lakes White Deli American Cheese Product,Land O'Lakes,Deli Meat & Cheese,8.24,http://dbpedia.org/resource/Delicatessen
6936,Thick Sliced Bacon Hickory Smoked,Great Value,"Bacon, Hot Dogs, Sausage",4.48,http://dbpedia.org/resource/Bacon
6953,Naturally Hickory Smoked Fully Cooked Thick Cut Bacon,Great Value,"Bacon, Hot Dogs, Sausage",3.78,http://dbpedia.org/resource/Bacon
6970,Naturally Hickory Smoked Classic Cut Bacon,Farmland,"Bacon, Hot Dogs, Sausage",6.72,http://dbpedia.org/resource/Bacon
6987,Equate High Performance Protein Shake,Assurance,Sports Drinks,6.74,http://dbpedia.org/resource/Sport
7004,Classic Bologna Sliced Deli-Style Lunch Meat,Bar-S,Deli Meat & Cheese,1.18,http://dbpedia.org/resource/Delicatessen
7021,Thin Sliced Black Forest Ham,Great Value,Deli Meat & Cheese,3.98,http://dbpedia.org/resource/Delicatessen
7038,Cooked Ham,Carolina Pride,Deli Meat & Cheese,3.78,http://dbpedia.org/resource/Delicatessen
7055,Starburst & Skittles Bulk Halloween Candy Assortment - 21.35oz/55Ct,Mixed,Multipacks & bags,5.78,http://dbpedia.org/resource/Bag
7072,HERSHEY'S and REESE'S,Hershey's,Multipacks & bags,10.98,http://dbpedia.org/resource/Bag
7089,Bar S Smoked Polish Sausage Family Size,Bar-S,"Bacon, Hot Dogs, Sausage",4.98,http://dbpedia.org/resource/Bacon
7106,Brown Sugar & Honey Breakfast Sausage Links,Johnsonville,"Bacon, Hot Dogs, Sausage",3.98,http://dbpedia.org/resource/Bacon
7123,Pepperoni,Prima Della,Deli Meat & Cheese,9.77,http://dbpedia.org/resource/Delicatessen
7140,Sub Kit with Extra Lean Smoked Ham & Extra Lean Smoked Turkey Breast Sliced Deli Lunch Meat,Oscar Mayer,Deli Meat & Cheese,8.57,http://dbpedia.org/resource/Delicatessen
7157,Oven Roasted Chicken Breast,Prima Della,Deli Meat & Cheese,5.49,http://dbpedia.org/resource/Delicatessen
7174,Pinata Surprise Assorted Candy,Sonric's,Multipacks & bags,10.88,http://dbpedia.org/resource/Bag
7191,THiNS Milk Chocolate Peanut Butter Cups Candy,Reese's,Multipacks & bags,6.74,http://dbpedia.org/resource/Bag
7208,Turkey Pepperoni,Hormel,"Bacon, Hot Dogs, Sausage",3.94,http://dbpedia.org/resource/Bacon
7225,Real Bacon Pieces,Great Value,"Bacon, Hot Dogs, Sausage",5.72,http://dbpedia.org/resource/Bacon
7242,Beef Bologna Deli Lunch Meat,Oscar Mayer,Deli Meat & Cheese,6.84,http://dbpedia.org/resource/Delicatessen
7259,Lean Smoked Ham Deli Lunch Meat with Water Added,Oscar Mayer,Deli Meat & Cheese,6.64,http://dbpedia.org/resource/Delicatessen
7276,Lindt Gourmet Chocolate Truffles Gift Box,Lindt & Sprungli,Multipacks & bags,9.98,http://dbpedia.org/resource/Bag
7293,Hardwood Smoked Summer Sausage,Hillshire Farm,"Bacon, Hot Dogs, Sausage",6.97,http://dbpedia.org/resource/Bacon
7310,Corn King Hardwood Smoked Sliced Bacon,CORN KING,"Bacon, Hot Dogs, Sausage",5.14,http://dbpedia.org/resource/Bacon
7327,Original Fully Cooked Bacon Mega Pack,Oscar Mayer,"Bacon, Hot Dogs, Sausage",10.44,http://dbpedia.org/resource/Bacon
7344,Hard Salami Tray,Dietz & Watson,Deli Meat & Cheese,4.78,http://dbpedia.org/resource/Delicatessen
7361,Sliced Italian Dry Salami,Margherita,Deli Meat & Cheese,7.46,http://dbpedia.org/resource/Delicatessen
7378,Mexican Style Street Corn Flatbread Pizza,Marketside,Fresh Pizza,5.5,http://dbpedia.org/resource/DJ_Fresh
7395,Natural Savory Turkey Breakfast Sausage,Applegate,"Bacon, Hot Dogs, Sausage",4.18,http://dbpedia.org/resource/Bacon
7412,COLUMBUS Sliced Peppered Salame,Columbus,"Bacon, Hot Dogs, Sausage",8.47,http://dbpedia.org/resource/Bacon
